stock_code,target_month,model,sigma,sigma_source,n_residuals_product,abc_class,zero_mad
37444C,2011-09,B2_ma3,4.942000,product,15,C,False
37446,2011-09,B2_ma3,109.218200,product,15,A,False
37447,2011-09,B2_ma3,60.786600,product,15,A,False
37448,2011-09,B2_ma3,72.647400,product,15,A,False
37449,2011-09,B2_ma3,91.427000,product,15,A,False
37450,2011-09,B2_ma3,49.914200,product,15,A,False
37462E,2011-09,B2_ma3,4.447800,product,15,C,False
37467,2011-09,B2_ma3,13.343400,product,15,C,False
37468,2011-09,B2_ma3,4.694900,product,8,C,False
37471,2011-09,B2_ma3,5.930400,product,14,C,False
37475,2011-09,B2_ma3,2.471000,product,15,C,False
37476,2011-09,B2_ma3,8.401400,product,15,B,False
37479B,2011-09,B2_ma3,42.995400,product,15,B,False
37479P,2011-09,B2_ma3,4.200700,product,14,C,False
37482P,2011-09,B2_ma3,18.285400,product,15,B,False
37487B,2011-09,B2_ma3,4.447800,abc_group,4,C,False
37488A,2011-09,B2_ma3,0.247100,product,10,C,False
37489A,2011-09,B2_ma3,0.988400,product,15,C,False
37489B,2011-09,B2_ma3,1.482600,product,15,C,False
37489C,2011-09,B2_ma3,1.482600,product,12,C,False
37489D,2011-09,B2_ma3,0.494200,product,15,C,False
37491B,2011-09,B2_ma3,0.494200,product,9,C,False
37491C,2011-09,B2_ma3,0.494200,product,9,C,False
37491D,2011-09,B2_ma3,1.482600,product,15,C,False
37495,2011-09,B2_ma3,26.192600,product,15,A,False
37500,2011-09,B2_ma3,30.640400,product,15,A,False
37501,2011-09,B2_ma3,17.791200,product,15,A,False
40001,2011-09,B2_ma3,108.229800,product,15,B,False
40003,2011-09,B2_ma3,36.076600,product,15,B,False
40016,2011-09,B2_ma3,302.944600,product,15,A,False
40046A,2011-09,B2_ma3,11.366600,product,15,C,False
44089A,2011-09,B2_ma3,1.482600,product,15,C,False
44089C,2011-09,B2_ma3,4.942000,product,15,C,False
44091A,2011-09,B2_ma3,1.976800,product,13,C,False
44092B,2011-09,B2_ma3,0.741300,product,12,C,False
44092C,2011-09,B2_ma3,0.988400,product,13,C,False
44228,2011-09,B2_ma3,11.860800,product,7,C,False
44234,2011-09,B2_ma3,45.466400,product,15,C,False
44235,2011-09,B2_ma3,12.355000,product,15,C,False
44236,2011-09,B2_ma3,1.482600,product,15,C,False
44242A,2011-09,B2_ma3,4.447800,abc_group,5,C,False
44242B,2011-09,B2_ma3,8.401400,product,15,C,False
46000M,2011-09,B2_ma3,67.211200,product,15,B,False
46000P,2011-09,B2_ma3,2.471000,product,15,C,False
46000R,2011-09,B2_ma3,9.389800,product,15,C,False
46000S,2011-09,B2_ma3,50.408400,product,15,A,False
46000U,2011-09,B2_ma3,7.907200,product,15,C,False
46115B,2011-09,B2_ma3,14.331800,product,15,C,False
46118,2011-09,B2_ma3,13.837600,product,15,C,False
46126A,2011-09,B2_ma3,8.401400,product,15,C,False
46138B,2011-09,B2_ma3,4.447800,product,15,C,False
46775D,2011-09,B2_ma3,2.965200,product,15,B,False
46776A,2011-09,B2_ma3,3.953600,product,15,C,False
46776B,2011-09,B2_ma3,3.459400,product,15,C,False
46776C,2011-09,B2_ma3,2.965200,product,15,C,False
46776D,2011-09,B2_ma3,1.482600,product,15,C,False
46776E,2011-09,B2_ma3,1.482600,product,15,C,False
46776F,2011-09,B2_ma3,6.918800,product,15,B,False
47013A,2011-09,B2_ma3,8.401400,product,15,C,False
47013C,2011-09,B2_ma3,12.849200,product,15,C,False
47021G,2011-09,B2_ma3,23.227400,product,15,C,False
47310M,2011-09,B2_ma3,12.849200,product,15,C,False
47341A,2011-09,B2_ma3,2.471000,product,11,C,False
47341B,2011-09,B2_ma3,0.988400,product,11,C,False
47343A,2011-09,B2_ma3,12.355000,product,15,C,False
47344B,2011-09,B2_ma3,3.459400,product,13,C,False
47348A,2011-09,B2_ma3,2.965200,product,13,C,False
47351B,2011-09,B2_ma3,3.459400,product,15,C,False
47367B,2011-09,B2_ma3,6.424600,product,15,C,False
47369A,2011-09,B2_ma3,4.447800,product,15,C,False
47369B,2011-09,B2_ma3,1.976800,product,15,C,False
47420,2011-09,B2_ma3,13.837600,product,15,C,False
47421,2011-09,B2_ma3,33.111400,product,15,C,False
47422,2011-09,B2_ma3,58.315600,product,15,C,False
47469,2011-09,B2_ma3,59.304000,product,15,C,False
47471,2011-09,B2_ma3,14.826000,product,15,C,False
47480,2011-09,B2_ma3,86.485000,product,15,B,False
47481,2011-09,B2_ma3,11.860800,product,15,C,False
47503A,2011-09,B2_ma3,98.840000,product,15,C,False
47503H,2011-09,B2_ma3,2.471000,product,15,C,False
47504H,2011-09,B2_ma3,23.227400,product,15,C,False
47504K,2011-09,B2_ma3,127.503600,product,15,B,False
47518F,2011-09,B2_ma3,34.099800,product,15,C,False
47556B,2011-09,B2_ma3,430.448200,product,15,A,False
47559B,2011-09,B2_ma3,82.037200,product,15,A,False
47563A,2011-09,B2_ma3,10.378200,product,15,C,False
47566,2011-09,B2_ma3,724.497200,product,15,A,False
47566B,2011-09,B2_ma3,258.960800,product,15,A,False
47567B,2011-09,B2_ma3,89.944400,product,15,A,False
47570B,2011-09,B2_ma3,51.891000,product,15,A,False
47574A,2011-09,B2_ma3,9.389800,product,15,C,False
47574B,2011-09,B2_ma3,1.976800,product,15,C,False
47578A,2011-09,B2_ma3,7.413000,product,15,C,False
47580,2011-09,B2_ma3,25.698400,product,15,A,False
47585A,2011-09,B2_ma3,32.123000,product,15,B,False
47586A,2011-09,B2_ma3,2.471000,product,15,C,False
47589,2011-09,B2_ma3,2.471000,product,15,B,False
47590A,2011-09,B2_ma3,144.800600,product,15,A,False
47590B,2011-09,B2_ma3,94.886400,product,15,A,False
47591D,2011-09,B2_ma3,141.835400,product,15,A,False
47593A,2011-09,B2_ma3,13.837600,product,15,C,False
47593B,2011-09,B2_ma3,33.605600,product,15,C,False
47594A,2011-09,B2_ma3,18.779600,product,15,C,False
47594B,2011-09,B2_ma3,21.744800,product,15,C,False
47599A,2011-09,B2_ma3,117.125400,product,15,A,False
47599B,2011-09,B2_ma3,72.647400,product,15,A,False
48111,2011-09,B2_ma3,48.431600,product,15,A,False
48116,2011-09,B2_ma3,178.406200,product,15,A,False
48129,2011-09,B2_ma3,21.744800,product,15,A,False
48138,2011-09,B2_ma3,220.907400,product,15,A,False
48173C,2011-09,B2_ma3,176.429400,product,15,A,False
48184,2011-09,B2_ma3,47.937400,product,15,A,False
48185,2011-09,B2_ma3,152.213600,product,15,A,False
48187,2011-09,B2_ma3,170.004800,product,15,A,False
48188,2011-09,B2_ma3,159.626600,product,15,A,False
48189,2011-09,B2_ma3,5.930400,product,15,A,False
48194,2011-09,B2_ma3,211.517600,product,15,A,False
51008,2011-09,B2_ma3,52.385200,product,15,A,False
51014A,2011-09,B2_ma3,198.668400,product,15,B,False
51014C,2011-09,B2_ma3,132.939800,product,15,B,False
51014L,2011-09,B2_ma3,72.647400,product,15,B,False
51020A,2011-09,B2_ma3,48.925800,product,15,C,False
51020B,2011-09,B2_ma3,28.663600,product,15,C,False
62018,2011-09,B2_ma3,544.114200,product,15,A,False
62043B,2011-09,B2_ma3,4.942000,product,12,C,False
62074B,2011-09,B2_ma3,3.459400,product,15,C,False
62086A,2011-09,B2_ma3,6.918800,product,15,C,False
62096B,2011-09,B2_ma3,3.459400,product,15,C,False
62097B,2011-09,B2_ma3,0.988400,product,10,C,False
70006,2011-09,B2_ma3,31.628800,product,15,A,False
70007,2011-09,B2_ma3,41.512800,product,15,B,False
71038,2011-09,B2_ma3,21.744800,product,15,B,False
71053,2011-09,B2_ma3,56.833000,product,15,A,False
71101E,2011-09,B2_ma3,20.756400,product,15,C,False
71143,2011-09,B2_ma3,11.366600,product,15,C,False
71215,2011-09,B2_ma3,5.436200,product,15,C,False
71270,2011-09,B2_ma3,25.204200,product,15,C,False
71279,2011-09,B2_ma3,10.378200,product,15,C,False
71403,2011-09,B2_ma3,4.942000,product,15,C,False
71406C,2011-09,B2_ma3,6.918800,product,15,C,False
71459,2011-09,B2_ma3,656.791800,product,15,A,False
71477,2011-09,B2_ma3,600.453000,product,15,A,False
71495A,2011-09,B2_ma3,4.942000,product,15,C,False
71495B,2011-09,B2_ma3,6.424600,product,15,C,False
71496A,2011-09,B2_ma3,15.814400,product,15,C,False
71510,2011-09,B2_ma3,9.884000,product,15,C,False
72024U,2011-09,B2_ma3,11.860800,product,15,C,False
72051S,2011-09,B2_ma3,17.297000,product,15,C,False
72122,2011-09,B2_ma3,15.320200,product,15,C,False
72127,2011-09,B2_ma3,13.837600,product,15,C,False
72128,2011-09,B2_ma3,27.675200,product,15,C,False
72130,2011-09,B2_ma3,20.756400,product,15,C,False
72131,2011-09,B2_ma3,4.942000,product,15,C,False
72132,2011-09,B2_ma3,7.907200,product,15,C,False
72133,2011-09,B2_ma3,2.471000,product,15,C,False
72134,2011-09,B2_ma3,17.791200,product,15,C,False
72140E,2011-09,B2_ma3,5.436200,product,15,C,False
72225C,2011-09,B2_ma3,35.582400,product,15,C,False
72232,2011-09,B2_ma3,283.670800,product,15,B,False
72349B,2011-09,B2_ma3,53.373600,product,15,A,False
72351A,2011-09,B2_ma3,70.176400,product,15,A,False
72351B,2011-09,B2_ma3,103.287800,product,15,A,False
72369A,2011-09,B2_ma3,0.988400,product,15,C,False
72586,2011-09,B2_ma3,112.677600,product,15,C,False
72598,2011-09,B2_ma3,25.204200,product,15,C,False
72709,2011-09,B2_ma3,5.930400,product,15,C,False
72741,2011-09,B2_ma3,440.332200,product,15,A,False
72760B,2011-09,B2_ma3,59.798200,product,15,A,False
72780,2011-09,B2_ma3,12.849200,product,15,C,False
72799C,2011-09,B2_ma3,4.447800,product,15,C,False
72799E,2011-09,B2_ma3,20.262200,product,15,B,False
72799F,2011-09,B2_ma3,19.768000,product,15,B,False
72800B,2011-09,B2_ma3,3.459400,product,15,B,False
72800C,2011-09,B2_ma3,5.436200,product,15,C,False
72800D,2011-09,B2_ma3,14.826000,product,15,B,False
72800E,2011-09,B2_ma3,41.512800,product,15,B,False
72801C,2011-09,B2_ma3,35.088200,product,15,C,False
72801D,2011-09,B2_ma3,19.273800,product,15,C,False
72801G,2011-09,B2_ma3,21.744800,product,15,C,False
72802A,2011-09,B2_ma3,40.030200,product,15,A,False
72802B,2011-09,B2_ma3,25.204200,product,15,B,False
72802C,2011-09,B2_ma3,39.536000,product,15,A,False
72803A,2011-09,B2_ma3,7.907200,product,15,B,False
72807A,2011-09,B2_ma3,33.605600,product,15,A,False
72807B,2011-09,B2_ma3,23.227400,product,15,A,False
72807C,2011-09,B2_ma3,24.710000,product,15,A,False
72811,2011-09,B2_ma3,7.907200,product,15,C,False
72812,2011-09,B2_ma3,6.424600,product,15,C,False
72816,2011-09,B2_ma3,20.756400,product,13,B,False
72817,2011-09,B2_ma3,21.744800,product,14,C,False
72818,2011-09,B2_ma3,49.420000,product,13,C,False
72819,2011-09,B2_ma3,22.733200,product,15,B,False
75011,2011-09,B2_ma3,11.860800,product,15,C,False
75049L,2011-09,B2_ma3,574.754600,product,15,A,False
75131,2011-09,B2_ma3,58.809800,product,15,B,False
75172,2011-09,B2_ma3,1.235500,product,14,C,False
75178,2011-09,B2_ma3,63.751800,product,15,C,False
77079,2011-09,B2_ma3,2.471000,product,10,C,False
77101A,2011-09,B2_ma3,76.106800,product,15,B,False
78033,2011-09,B2_ma3,1.976800,product,14,C,False
78034B,2011-09,B2_ma3,0.741300,product,14,C,False
78124,2011-09,B2_ma3,8.895600,product,15,C,False
79000,2011-09,B2_ma3,251.547800,product,15,A,False
79026B,2011-09,B2_ma3,3.459400,product,15,C,False
79030D,2011-09,B2_ma3,20.262200,product,15,C,False
79030G,2011-09,B2_ma3,54.362000,product,15,B,False
79051A,2011-09,B2_ma3,23.227400,product,15,C,False
79062D,2011-09,B2_ma3,2.965200,product,6,C,False
79063C,2011-09,B2_ma3,4.447800,abc_group,5,C,False
79063D,2011-09,B2_ma3,24.957100,product,6,C,False
79066K,2011-09,B2_ma3,27.675200,product,15,C,False
79071B,2011-09,B2_ma3,5.930400,product,15,C,False
79144B,2011-09,B2_ma3,15.814400,product,15,C,False
79144C,2011-09,B2_ma3,14.331800,product,15,C,False
79149B,2011-09,B2_ma3,1.482600,product,15,C,False
79160,2011-09,B2_ma3,46.949000,product,15,B,False
79163,2011-09,B2_ma3,50.408400,product,15,B,False
79164,2011-09,B2_ma3,520.886800,product,15,B,False
79190A,2011-09,B2_ma3,18.285400,product,15,C,False
79190B,2011-09,B2_ma3,34.594000,product,15,C,False
79190D,2011-09,B2_ma3,14.826000,product,15,C,False
79191B,2011-09,B2_ma3,10.378200,product,15,C,False
79191C,2011-09,B2_ma3,42.007000,product,15,C,False
79191D,2011-09,B2_ma3,6.918800,product,15,C,False
79302M,2011-09,B2_ma3,27.675200,product,15,B,False
79321,2011-09,B2_ma3,430.448200,product,15,A,False
79329,2011-09,B2_ma3,1.482600,product,14,C,False
79331,2011-09,B2_ma3,6.918800,product,15,C,False
79336,2011-09,B2_ma3,24.215800,product,12,C,False
79337,2011-09,B2_ma3,117.125400,product,15,C,False
79403,2011-09,B2_ma3,10.378200,product,15,C,False
79406,2011-09,B2_ma3,9.389800,product,15,C,False
81950B,2011-09,B2_ma3,6.424600,product,13,C,False
81950V,2011-09,B2_ma3,0.988400,product,15,C,False
81952B,2011-09,B2_ma3,9.389800,product,10,C,False
81952V,2011-09,B2_ma3,3.459400,product,13,C,False
81953B,2011-09,B2_ma3,0.494200,product,11,C,False
81953P,2011-09,B2_ma3,0.494200,product,11,C,False
82001S,2011-09,B2_ma3,68.693800,product,15,A,False
82011A,2011-09,B2_ma3,2.965200,product,15,C,False
82011B,2011-09,B2_ma3,3.953600,product,15,C,False
82011C,2011-09,B2_ma3,4.942000,product,15,C,False
82095,2011-09,B2_ma3,2.471000,product,15,C,False
82482,2011-09,B2_ma3,223.378400,product,15,A,False
82483,2011-09,B2_ma3,99.828400,product,15,A,False
82484,2011-09,B2_ma3,272.304200,product,15,A,False
82486,2011-09,B2_ma3,42.501200,product,15,A,False
82494L,2011-09,B2_ma3,204.104600,product,15,A,False
82551,2011-09,B2_ma3,84.014000,product,15,A,False
82552,2011-09,B2_ma3,183.348200,product,15,A,False
82567,2011-09,B2_ma3,12.849200,product,15,B,False
82578,2011-09,B2_ma3,162.591800,product,15,B,False
82580,2011-09,B2_ma3,188.784400,product,15,A,False
82581,2011-09,B2_ma3,347.916800,product,15,A,False
82582,2011-09,B2_ma3,147.765800,product,15,A,False
82583,2011-09,B2_ma3,300.473600,product,15,A,False
82599,2011-09,B2_ma3,62.763400,product,15,A,False
82600,2011-09,B2_ma3,141.341200,product,15,A,False
82605,2011-09,B2_ma3,4.942000,product,15,C,False
82613A,2011-09,B2_ma3,12.849200,product,15,C,False
82613B,2011-09,B2_ma3,17.297000,product,15,C,False
82613C,2011-09,B2_ma3,16.308600,product,15,C,False
82613D,2011-09,B2_ma3,19.768000,product,15,B,False
82616B,2011-09,B2_ma3,17.791200,product,15,C,False
82616C,2011-09,B2_ma3,26.192600,product,15,C,False
84006,2011-09,B2_ma3,38.053400,product,15,B,False
84012,2011-09,B2_ma3,27.181000,product,15,B,False
84016,2011-09,B2_ma3,0.988400,product,12,A,False
84029E,2011-09,B2_ma3,196.691600,product,15,A,False
84029G,2011-09,B2_ma3,148.754200,product,15,A,False
84030E,2011-09,B2_ma3,54.362000,product,15,A,False
84031A,2011-09,B2_ma3,16.802800,product,15,A,False
84031B,2011-09,B2_ma3,13.343400,product,15,B,False
84032A,2011-09,B2_ma3,46.949000,product,15,A,False
84032B,2011-09,B2_ma3,62.269200,product,15,A,False
84033,2011-09,B2_ma3,6.424600,product,15,C,False
84050,2011-09,B2_ma3,192.738000,product,15,A,False
84051,2011-09,B2_ma3,14.826000,product,15,C,False
84077,2011-09,B2_ma3,2103.809400,product,15,A,False
84078A,2011-09,B2_ma3,27.675200,product,15,A,False
84086B,2011-09,B2_ma3,1.482600,product,15,C,False
84086C,2011-09,B2_ma3,8.895600,product,15,C,False
84192,2011-09,B2_ma3,18.285400,product,15,C,False
84199,2011-09,B2_ma3,22.239000,product,15,C,False
84201B,2011-09,B2_ma3,2.965200,product,11,C,False
84201C,2011-09,B2_ma3,1.235500,product,6,C,False
84206A,2011-09,B2_ma3,2.718100,product,10,C,False
84206C,2011-09,B2_ma3,0.494200,product,8,C,False
84212,2011-09,B2_ma3,1033.866400,product,15,A,False
84218,2011-09,B2_ma3,2.965200,product,14,C,False
84226,2011-09,B2_ma3,5.189100,product,12,C,False
84227,2011-09,B2_ma3,0.247100,product,10,C,False
84228,2011-09,B2_ma3,37.559200,product,13,C,False
84231,2011-09,B2_ma3,26.686800,product,11,C,False
84247E,2011-09,B2_ma3,6.918800,product,13,C,False
84247G,2011-09,B2_ma3,18.285400,product,15,C,False
84247K,2011-09,B2_ma3,4.447800,product,15,C,False
84247L,2011-09,B2_ma3,25.204200,product,15,C,False
84247N,2011-09,B2_ma3,2.965200,product,15,C,False
84249A,2011-09,B2_ma3,13.837600,product,15,C,False
84251B,2011-09,B2_ma3,10.872400,product,15,C,False
84251C,2011-09,B2_ma3,8.401400,product,15,C,False
84251G,2011-09,B2_ma3,27.675200,product,15,C,False
84279B,2011-09,B2_ma3,31.134600,product,13,B,False
84279P,2011-09,B2_ma3,10.378200,product,15,A,False
84306,2011-09,B2_ma3,1.976800,product,15,C,False
84313B,2011-09,B2_ma3,13.837600,product,15,B,False
84313C,2011-09,B2_ma3,23.721600,product,15,B,False
84341B,2011-09,B2_ma3,73.635800,product,15,C,False
84347,2011-09,B2_ma3,150.236800,product,15,A,False
84352,2011-09,B2_ma3,7.907200,product,15,A,False
84356,2011-09,B2_ma3,47.443200,product,15,B,False
84358,2011-09,B2_ma3,4.447800,product,15,B,False
84360,2011-09,B2_ma3,3.953600,product,15,C,False
84375,2011-09,B2_ma3,165.557000,product,15,A,False
84378,2011-09,B2_ma3,188.784400,product,15,A,False
84380,2011-09,B2_ma3,129.974600,product,15,A,False
84387A,2011-09,B2_ma3,4.447800,abc_group,1,C,False
84388,2011-09,B2_ma3,1.482600,product,15,C,False
84402B,2011-09,B2_ma3,0.494200,product,7,C,False
84406B,2011-09,B2_ma3,84.508200,product,15,A,False
84415A,2011-09,B2_ma3,0.988400,product,11,C,False
84415B,2011-09,B2_ma3,0.988400,product,15,C,False
84422,2011-09,B2_ma3,6.918800,product,15,C,False
84429A,2011-09,B2_ma3,2.965200,product,15,C,False
84452,2011-09,B2_ma3,2.965200,product,13,C,False
84457,2011-09,B2_ma3,3.459400,product,15,C,False
84459A,2011-09,B2_ma3,32.123000,product,15,B,False
84459B,2011-09,B2_ma3,20.262200,product,15,B,False
84461,2011-09,B2_ma3,10.378200,product,11,C,False
84462,2011-09,B2_ma3,0.494200,product,11,C,False
84465,2011-09,B2_ma3,0.494200,product,14,C,False
84466,2011-09,B2_ma3,15.814400,product,11,B,False
84497,2011-09,B2_ma3,2.471000,product,15,C,False
84507B,2011-09,B2_ma3,8.401400,product,15,B,False
84507C,2011-09,B2_ma3,13.837600,product,15,C,False
84508A,2011-09,B2_ma3,129.480400,product,15,A,False
84508B,2011-09,B2_ma3,1.976800,product,15,C,False
84508C,2011-09,B2_ma3,1.482600,product,15,C,False
84509A,2011-09,B2_ma3,37.065000,product,15,A,False
84509B,2011-09,B2_ma3,12.849200,product,15,B,False
84509C,2011-09,B2_ma3,11.860800,product,15,B,False
84509E,2011-09,B2_ma3,14.826000,product,15,C,False
84509G,2011-09,B2_ma3,22.733200,product,15,B,False
84510A,2011-09,B2_ma3,61.280800,product,15,B,False
84510C,2011-09,B2_ma3,8.895600,product,15,C,False
84510E,2011-09,B2_ma3,2.471000,product,15,C,False
84519A,2011-09,B2_ma3,28.169400,product,15,B,False
84519B,2011-09,B2_ma3,42.007000,product,15,B,False
84520B,2011-09,B2_ma3,165.557000,product,15,A,False
84522,2011-09,B2_ma3,5.436200,product,15,C,False
84527,2011-09,B2_ma3,6.918800,product,15,C,False
84531A,2011-09,B2_ma3,3.953600,product,15,C,False
84531B,2011-09,B2_ma3,3.953600,product,15,C,False
84535A,2011-09,B2_ma3,93.156700,product,8,C,False
84535B,2011-09,B2_ma3,100.322600,product,15,B,False
84536A,2011-09,B2_ma3,48.925800,product,15,B,False
84536B,2011-09,B2_ma3,83.519800,product,15,B,False
84539,2011-09,B2_ma3,2.718100,product,14,C,False
84548,2011-09,B2_ma3,2.965200,product,15,C,False
84549,2011-09,B2_ma3,5.930400,product,15,C,False
84551,2011-09,B2_ma3,0.494200,product,11,C,False
84558A,2011-09,B2_ma3,41.018600,product,15,B,False
84559A,2011-09,B2_ma3,23.721600,product,15,B,False
84559B,2011-09,B2_ma3,46.949000,product,15,B,False
84563A,2011-09,B2_ma3,3.953600,product,15,C,False
84563B,2011-09,B2_ma3,2.965200,product,15,C,False
84568,2011-09,B2_ma3,1355.590600,product,15,A,False
84569A,2011-09,B2_ma3,19.273800,product,15,C,False
84569B,2011-09,B2_ma3,14.826000,product,15,C,False
84569C,2011-09,B2_ma3,13.837600,product,15,C,False
84569D,2011-09,B2_ma3,25.204200,product,15,B,False
84575A,2011-09,B2_ma3,1.976800,product,15,C,False
84576,2011-09,B2_ma3,5.436200,product,15,C,False
84580,2011-09,B2_ma3,19.768000,product,15,B,False
84581,2011-09,B2_ma3,9.389800,product,15,B,False
84584,2011-09,B2_ma3,13.837600,product,15,C,False
84592,2011-09,B2_ma3,6.918800,product,15,C,False
84593,2011-09,B2_ma3,2.471000,product,15,C,False
84595E,2011-09,B2_ma3,10.378200,product,15,C,False
84596B,2011-09,B2_ma3,103.287800,product,15,B,False
84596E,2011-09,B2_ma3,79.566200,product,15,B,False
84596F,2011-09,B2_ma3,57.327200,product,15,B,False
84596G,2011-09,B2_ma3,59.798200,product,15,B,False
84596J,2011-09,B2_ma3,39.536000,product,15,C,False
84596L,2011-09,B2_ma3,44.478000,product,15,C,False
84597B,2011-09,B2_ma3,5.930400,product,15,C,False
84597C,2011-09,B2_ma3,5.930400,product,15,C,False
84598,2011-09,B2_ma3,384.487600,product,15,A,False
84600,2011-09,B2_ma3,1.976800,product,15,C,False
84609,2011-09,B2_ma3,2.471000,product,15,C,False
84616,2011-09,B2_ma3,0.988400,product,15,B,False
84617,2011-09,B2_ma3,0.494200,product,11,C,False
84625A,2011-09,B2_ma3,41.018600,product,15,B,False
84625C,2011-09,B2_ma3,40.030200,product,15,C,False
84629,2011-09,B2_ma3,0.741300,product,12,C,False
84631,2011-09,B2_ma3,2.471000,product,15,B,False
84632,2011-09,B2_ma3,0.988400,product,15,C,False
84637,2011-09,B2_ma3,5.930400,product,15,B,False
84638,2011-09,B2_ma3,3.953600,product,15,B,False
84658,2011-09,B2_ma3,4.942000,product,15,B,False
84659A,2011-09,B2_ma3,31.134600,product,15,B,False
84660A,2011-09,B2_ma3,10.378200,product,15,C,False
84660B,2011-09,B2_ma3,18.779600,product,15,C,False
84660C,2011-09,B2_ma3,9.884000,product,15,C,False
84661A,2011-09,B2_ma3,6.424600,product,15,C,False
84661B,2011-09,B2_ma3,5.436200,product,15,C,False
84661C,2011-09,B2_ma3,4.447800,product,15,C,False
84663A,2011-09,B2_ma3,5.436200,product,15,C,False
84665,2011-09,B2_ma3,11.860800,product,15,B,False
84666,2011-09,B2_ma3,5.930400,product,15,C,False
84673A,2011-09,B2_ma3,18.285400,product,15,C,False
84673B,2011-09,B2_ma3,17.791200,product,15,C,False
84674,2011-09,B2_ma3,18.285400,product,15,B,False
84678,2011-09,B2_ma3,28.663600,product,15,B,False
84679,2011-09,B2_ma3,0.494200,product,6,C,False
84683,2011-09,B2_ma3,25.204200,product,15,C,False
84685,2011-09,B2_ma3,6.424600,product,15,B,False
84686,2011-09,B2_ma3,5.930400,product,15,B,False
84687,2011-09,B2_ma3,8.401400,product,15,C,False
84688,2011-09,B2_ma3,8.401400,product,15,B,False
84689,2011-09,B2_ma3,1.482600,product,15,C,False
84691,2011-09,B2_ma3,39.536000,product,15,B,False
84692,2011-09,B2_ma3,145.294800,product,15,A,False
84705C,2011-09,B2_ma3,0.988400,product,13,C,False
84706D,2011-09,B2_ma3,5.930400,product,15,C,False
84706F,2011-09,B2_ma3,0.988400,product,13,C,False
84707A,2011-09,B2_ma3,3.953600,product,15,C,False
84707B,2011-09,B2_ma3,1.976800,product,15,C,False
84708B,2011-09,B2_ma3,5.436200,product,15,C,False
84709B,2011-09,B2_ma3,6.424600,product,15,B,False
84711A,2011-09,B2_ma3,2.471000,product,15,C,False
84711B,2011-09,B2_ma3,1.976800,product,15,C,False
84712B,2011-09,B2_ma3,1.482600,product,15,C,False
84715,2011-09,B2_ma3,5.930400,product,15,C,False
84723,2011-09,B2_ma3,0.988400,product,14,C,False
84725,2011-09,B2_ma3,3.953600,product,15,C,False
